838,11,1,0,4,15,1,false
838,11,2,0,4,15,2,false
838,11,3,0,4,15,3,false
838,11,4,0,4,15,4,false
838,11,5,0,2,9,5,false
838,11,6,0,2,15,6,false
838,11,0,0,2,15,7,false
838,12,1,0,5,52,8,false
838,12,2,0,5,52,9,false
838,12,3,0,15,9,10,false
838,12,4,0,15,9,11,false
838,12,5,0,2,-1,12,false
838,12,6,0,2,-1,13,false
838,12,0,0,9,0,14,false
838,13,1,0,9,0,15,false
838,13,2,0,9,0,16,false
838,13,3,0,9,0,17,false
838,13,4,0,9,0,18,false
838,13,5,0,9,0,19,false
838,13,6,0,9,0,20,false
838,13,0,0,9,0,21,false
838,14,1,0,9,0,22,false
838,14,2,0,3,13,23,false
838,14,3,0,3,13,24,false
838,14,4,0,2,8,25,false
838,14,5,0,2,13,26,false
838,14,6,0,2,10,27,false
838,14,0,0,2,10,28,false
838,15,1,0,3,2,29,false
838,15,2,0,2,0,30,false
838,15,3,0,2,0,31,false
838,15,4,0,5,40,32,false
838,15,5,0,2,14,33,false
838,15,6,0,2,15,34,false
838,15,0,0,2,15,35,false
1544,11,1,0,3,0,1,false
1544,11,2,0,4,0,2,false
1544,11,3,0,2,0,3,false
1544,11,4,0,2,0,4,false
1544,11,5,0,2,12,5,false
1544,11,6,0,2,12,6,false
1544,11,0,0,2,0,7,false
1544,12,1,0,3,0,8,false
1544,12,2,0,3,9,9,false
1544,12,3,0,2,2,10,false
1544,12,4,0,2,2,11,false
1544,12,5,0,3,0,12,false
1544,12,6,0,2,12,13,false
1544,12,0,0,2,12,14,false
1544,13,1,0,9,5,15,false
1544,13,2,0,9,5,16,false
1544,13,3,0,9,5,17,false
1544,13,4,0,9,5,18,false
1544,13,5,0,2,1,19,false
1544,13,6,0,2,1,20,false
1544,13,0,0,3,26,21,false
1544,14,1,0,9,5,22,false
1544,14,2,0,3,1,23,false
1544,14,3,0,2,0,24,false
1544,14,4,0,4,9,25,false
1544,14,5,0,4,9,26,false
1544,14,6,0,2,26,27,false
1544,14,0,0,2,26,28,false
1544,15,1,0,3,9,29,false
1544,15,2,0,4,1,30,false
1544,15,3,0,5,3,31,false
1544,15,4,0,3,21,32,false
1544,15,5,0,3,30,33,false
1544,15,6,0,3,30,34,false
1544,15,0,0,3,30,35,false
522,11,1,1,0,0,0,true
522,11,2,2,0,0,0,true
522,11,3,3,0,0,0,true
522,11,4,4,0,0,0,true
522,11,5,0,2,2,1,false
522,11,6,0,2,2,2,false
522,11,0,1,0,0,0,true
522,12,1,2,0,0,0,true
522,12,2,0,3,8,1,false
522,12,3,0,3,8,2,false
522,12,4,0,3,8,3,false
522,12,5,1,0,0,0,true
522,12,6,2,0,0,0,true
522,12,0,3,0,0,0,true
522,13,1,0,3,1,1,false
522,13,2,0,3,1,2,false
522,13,3,0,3,1,3,false
522,13,4,1,0,0,0,true
522,13,5,0,3,103,1,false
522,13,6,0,3,103,2,false
522,13,0,0,3,103,3,false
522,14,1,0,2,2,4,false
522,14,2,0,2,2,5,false
522,14,3,0,2,10,6,false
522,14,4,0,2,2,7,false
522,14,5,0,3,27,8,false
522,14,6,0,3,27,9,false
522,14,0,0,3,27,10,false
522,15,1,0,2,0,11,false
522,15,2,0,2,1,12,false
522,15,3,0,2,1,13,false
522,15,4,0,4,15,14,false
522,15,5,0,4,15,15,false
522,15,6,0,4,15,16,false
522,15,0,0,4,15,17,false
1347,11,1,1,0,0,0,true
1347,11,2,2,0,0,0,true
1347,11,3,3,0,0,0,true
1347,11,4,4,0,0,0,true
1347,11,5,5,0,0,0,true
1347,11,6,6,0,0,0,true
1347,11,0,7,0,0,0,true
1347,12,1,0,6,2,1,false
1347,12,2,0,3,8,2,false
1347,12,3,0,4,1,3,false
1347,12,4,0,4,1,4,false
1347,12,5,0,4,1,5,false
1347,12,6,0,4,1,6,false
1347,12,0,0,6,5,7,false
1347,13,1,0,6,5,8,false
1347,13,2,0,11,3,9,false
1347,13,3,0,2,0,10,false
1347,13,4,0,2,0,11,false
1347,13,5,0,2,1,12,false
1347,13,6,0,11,3,13,false
1347,13,0,0,11,3,14,false
1347,14,1,0,12,0,15,false
1347,14,2,0,12,0,16,false
1347,14,3,0,12,0,17,false
1347,14,4,0,12,0,18,false
1347,14,5,0,12,0,19,false
1347,14,6,0,2,1,20,false
1347,14,0,0,2,1,21,false
1347,15,1,0,12,0,22,false
1347,15,2,0,12,0,23,false
1347,15,3,0,12,0,24,false
1347,15,4,0,12,0,25,false
1347,15,5,0,12,0,26,false
1347,15,6,1,0,0,0,true
1347,15,0,2,0,0,0,true
